Lodge_Roome_Price, Lodge_Room_Type_Name, Lodge_Room_Type_MinCapacity, Lodge_Room_Type_MaxCapacity, Lodge_Room_Type_Img, Lodge_Room_Type_Price,Lodge_idx,Lodge_Room_Type_Count
 70000,스탠다드 A(넷플릭스 객실랜덤배정),2,6, //image.goodchoice.kr/resize_370x220/adimg_new/74655/521897/c8c13e0f01e17df381c3935a91209769.jpg,70000,284,3
 90000,게이밍 노하드2PC RTX2060(넷플릭스),2,8, //image.goodchoice.kr/resize_370x220/adimg_new/74655/521898/cd6cb0d63199101512192cc5c92b1f7c.jpg,90000,284,3
 50000,종일숙박(16시입실18시퇴실 넷플릭스 도보전...,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/74655/531622/cd9cdf210091cede155b6653d8dbdd99.jpg,50000,284,1
 100000,스튜디오,2,5, //image.goodchoice.kr/resize_370x220/affiliate/2023/07/24/64be2c9b49ac6.jpg,100000,285,2
 70000,스튜디오 로프트 (뷰없음),2,4, //image.goodchoice.kr/resize_370x220/affiliate/2023/07/24/64be2cf729e22.jpg,70000,285,1
 50000,[파노라마 풀 2인 패키지] 스튜디오 로프트 (...,2,6, //image.goodchoice.kr/resize_370x220/affiliate/2023/07/24/64be34785992b.jpg,50000,285,4
 50000,[조식 2인 패키지] 스튜디오,2,6, //image.goodchoice.kr/resize_370x220/affiliate/2023/09/20/650a430b2e55d.jpg,50000,285,1
 50000,스튜디오 로프트 서프뷰,2,6, //image.goodchoice.kr/resize_370x220/affiliate/2023/07/24/64be2d56cae69.jpg,50000,285,1
 80000,[조식 2인 패키지] 스튜디오 로프트 (뷰없음),2,8, //image.goodchoice.kr/resize_370x220/affiliate/2023/09/20/650a43040c807.jpg,80000,285,3
 80000,[조식 2인 패키지] 스튜디오 로프트 서프뷰,2,6, //image.goodchoice.kr/resize_370x220/affiliate/2023/09/20/650a42f9c88f7.jpg,80000,285,3
 80000,프리미어 스위트,2,7, //image.goodchoice.kr/resize_370x220/affiliate/2023/07/24/64be2dcfb565d.jpg,80000,285,1
 80000,[조식 2인 패키지] 프리미어 스위트,2,6, //image.goodchoice.kr/resize_370x220/affiliate/2023/09/20/650a42f1d4cf8.jpg,80000,285,4
 60000,패밀리 투룸,2,7, //image.goodchoice.kr/resize_370x220/affiliate/2023/07/24/64be2e258ee83.jpg,60000,285,1
 50000,[파노라마 풀 4인 패키지] 패밀리 투룸,2,8, //image.goodchoice.kr/resize_370x220/affiliate/2023/07/24/64be34af31131.jpg,50000,285,2
 100000,[조식 4인 패키지] 패밀리 투룸,2,4, //image.goodchoice.kr/resize_370x220/affiliate/2023/09/20/650a42e68fa42.jpg,100000,285,3
 80000,스탠다드 얼리체크인,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510864/251f715d0a96997aa8c1ada797e59675.jpg,80000,286,1
 100000,프리미엄 커플PC 얼리체크인,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510865/8856c5560e6cb5f93cf6c759c5b51878.jpg,100000,286,4
 80000,새벽에 집에가자(18시 체크인/새벽4시 체크아웃),2,7, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510869/e2b3076b6b438673731b7cb5fa4af56a.jpeg,80000,286,4
 70000,주말 초특가대실 6시간,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/46728/518081/2197534f2ddbcfc03e3174037cb7581a.jpg,70000,286,4
 70000,롱타임 Only 대실(스탠다드),2,4, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510862/3512280982059aae69d2ea914ac7733c.jpg,70000,286,3
 70000,롱타임 Only 대실(프리미엄 커플PC),2,7, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510863/bb446d2293432c3b49eb1a58f7b0fe58.jpg,70000,286,4
 70000,초특가 무한대실,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510870/86328415ce5bb96dcf2a255fe06e6526.jpg,70000,286,3
 70000,프로모션(랜덤배정),2,7, //image.goodchoice.kr/resize_370x220/adimg_new/46728/518605/af28bf43357f0e259318d314b011d0fb.jpg,70000,286,4
 90000,스탠다드(75  TV/i56500/GTX1060),2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/524312/edb06135276cae846d4c6bd2f13df571.jpg,90000,286,1
 90000,스탠다드 일어나 돈벌어야지,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510866/4d4aa830426139cce461372bc58da554.jpg,90000,286,1
 70000,나홀로1PC(65  TV/i59400/RTX2060),2,8, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510825/683bd0837a4e62123963e5c352af9e59.jpg,70000,286,4
 50000,거울룸(75  TV/i56500/GTX1060),2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510829/d94cbd8d48305a345414599a39c90155.jpg,50000,286,3
 50000,프리미엄커플PC레이트(65  TV/200hz모니터 i5...,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510861/78ee4047c4dc2f6e518e3f08083f94fc.jpg,50000,286,2
 80000,사랑방 러브체어(65  TV/i56500/GTX1060),2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/524314/09d55c54ae403a79d467ef51037a0008.jpg,80000,286,1
 80000,트윈(75  TV/i56500/GTX1060),2,5, //image.goodchoice.kr/resize_370x220/adimg_new/46728/524317/fb5a680130106d0d626e5614dd4832ad.jpg,80000,286,3
 90000,프리미엄커플PC(65  TV/200hz모니터 i59400/R...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/524316/062c1ff4f5ca3536bf62389e8d86aee7.jpg,90000,286,2
 80000,프리미엄커플PC 일어나 돈벌어야지,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510867/750ea520525ac37e963507a52af87ed0.jpg,80000,286,1
 80000,다이닝커플PC(75  TV/i56500/GTX1060/전자레...,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510832/130cbd273498d6d00cb1ebf5519ef3ce.jpg,80000,286,4
 90000,시네마(75  TV/120  스크린/고급리클라이너/전...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/524315/9600f930cb80d46d469a2cfa7a9a2b29.jpg,90000,286,1
 60000,포장마차(75  TV/i56500/GTX1060),2,5, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510851/b65a8c821cc296a93a118e7f2de29916.jpeg,60000,286,2
 70000,럭셔리스위트(82  TV 럭셔리쇼파 대형월풀 전...,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510854/a55222f5f9810eaabcc02c0e07dacbcc.jpg,70000,286,2
 60000,키친(75  TV/아일랜드테이블/인덕션/집기류/에...,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510852/60583429a9376e0d46f45a08f2d91dbe.jpg,60000,286,3
 60000,스위트루프탑(75  TV/야외노천탕/전자레인지),2,8, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510858/4777666f169a03a595828ddcff7ceb0a.jpg,60000,286,1
 50000,3PC(65  TV/200hz모니터/i59600/RTX2070/더블...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510850/f31eecc1c6638d1e30bf57ed52d0bc4f.jpg,50000,286,4
 90000,4PC(65  TV/200hz모니터/i59600/RTX2070/2층침대,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/46728/524313/212519288d7b72c8396e97b065dcbbcf.jpg,90000,286,1
 70000,글램핑(75  TV/야외텐트/야외노천탕/바베큐/더...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/46728/510859/16a30b25203e900c4e3abbd07b6a35cf.jpg,70000,286,3
 60000,스탠다드(넷플릭스  공기청정기),2,8, //image.goodchoice.kr/resize_370x220/adimg_new/66620/525406/79f81cc53957f58c11e273828c89d678.jpg,60000,287,2
 90000,디럭스 시네마(75인치 TV  넷플릭스  공기청...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/66620/526003/78164218a06750f0292b8e86330460c4.jpg,90000,287,4
 70000,스탠다드 게이밍 2PC(넷플릭스  공기청정기),2,4, //image.goodchoice.kr/resize_370x220/adimg_new/66620/526793/63d87925a281a9d7f413ba748de00d7b.jpg,70000,287,2
 70000,디럭스 게이밍 2PC (넷플릭스  공기청정기),2,8, //image.goodchoice.kr/resize_370x220/adimg_new/66620/460646/68031917ea6e14cc2b9b101aa8c94a22.jpg,70000,287,1
 70000,디럭스 트윈(넷플릭스  공기청정기),2,7, //image.goodchoice.kr/resize_370x220/adimg_new/66620/460649/5ddf2d473cb0314509064a2aba352799.jpg,70000,287,2
 100000,스위트 트윈(넷플릭스  공기청정기),2,6, //image.goodchoice.kr/resize_370x220/adimg_new/66620/525407/5805b9d93efd47986dce99af4dcce9b4.jpg,100000,287,4
 80000,올데이 스테이(24h 스테이  객실선택  프론트...,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/66620/511122/457fb5b10d00b4be7d257892e60d44aa.png,80000,287,2
 50000,부지런한 분들 이벤룸,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/73040/514707/1ff931266547d035a3698b0e50a33066.jpg,50000,288,4
 60000,스탠다드,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485221/97a31e87b253169efe1531cb35c41b60.jpg,60000,288,3
 80000,디럭스 스파,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485216/4620f222d374b371957f6936e2603a19.jpg,80000,288,2
 70000,디럭스 트윈,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485217/7d5834a49399c6fe70b2d11f610629fe.jpg,70000,288,1
 70000,스위트 스파,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485218/a7402a12a70e58ccf98087ba29b2db97.jpg,70000,288,4
 60000,스위트 씨네마,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485219/3a39b30c6073a6781b928ca87552a34b.jpg,60000,288,4
 70000,스탠다드 레이트 체크아웃 랜덤배정,2,4, //image.goodchoice.kr/resize_1000X500x0/adimg_new/list_none.png,70000,288,3
 80000,스위트 히노끼,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485220/cb9a3a264c6adc03e5fbafda6e9b2697.jpg,80000,288,2
 100000,얼리체크인,2,5, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485230/da93ab8a42b580de77419061880f7ed0.JPG,100000,288,4
 80000,VIP파티룸,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485222/5fbd4145ecc59e4e0d78b1a151e6c279.jpg,80000,288,4
 70000,VVIP파티룸,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/73040/485229/2944fb76a3460ef4ee1bab38d695cf2b.jpg,70000,288,3
 80000,플스룸(ps3 80여가지게임),2,4, //image.goodchoice.kr/resize_370x220/adimg_new/48986/376233/76e840526c9f233893a841f3158f4c14.jpg,80000,289,3
 70000,스탠다드 일어나 돈벌어야지(1PC/I58500/16G...,2,5, //image.goodchoice.kr/resize_370x220/adimg_new/48986/379382/b02384dd993e3eddf43474d548519e7a.jpg,70000,289,1
 80000,커플PC 일어나 돈벌어야지(I58500/16GB메모...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/48986/379383/a3e9e6164c85eba8b6c398533ac2dc70.jpg,80000,289,1
 90000,프로게이머 커플PC얼리체크인(I511400/RTX3...,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/48986/434803/b37b9612add8ff445ce6b1d54d53c011.jpg,90000,289,1
 50000,도보특가(차량 불가  적립 불가),2,7, //image.goodchoice.kr/resize_370x220/adimg_new/48986/523254/d9177876467ed9f5431d5871d280bf32.jpg,50000,289,2
 90000,프로게이머 커플PC롱타임(I511400/RTX3060/...,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/48986/434804/6d0e774fc528ee7dcbcf1c110f876811.jpg,90000,289,4
 80000,마감임박선착순특가(랜덤객실적용) 적립불가,2,7, //image.goodchoice.kr/resize_1000X500x0/adimg_new/list_none.png,80000,289,4
 90000,Standard75    스마트TV(1PC/I58500/16GB메모...,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/48986/544584/e514c4d38cd83e56dc96f283f2498864.jpg,90000,289,2
 80000,커플PC75    스마트TV(I58500/16GB메모리/144H...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/48986/132324/5d61b99c5a5c10505d895194ad6bd722.jpg,80000,289,2
 70000,Twin싱글+싱글75    스마트TV(1PC/I58500/16G...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/48986/544586/f0de3f8315532106001369a69cf95939.jpg,70000,289,4
 90000,Wii 게임룸75    스마트TV(300가지 게임 게이밍...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/48986/544583/4c14d28d98ec4b3ab40b9102122ed902.jpg,90000,289,1
 60000,거울룸Deluxe(65   4K UHD TV 디즈니+ 넷플리...,2,5, //image.goodchoice.kr/resize_370x220/adimg_new/48986/130617/d447201c3a012231b4805b8b9a17c043.jpg,60000,289,4
 90000,오락실룸Deluxe(65   4K UHD TV 2D게임 2320...,2,5, //image.goodchoice.kr/resize_370x220/adimg_new/48986/130620/d6ae7f1d3a257540a0bab6e396003b26.jpg,90000,289,4
 60000,프리미엄 룸(65   4K UHD TV  최고급 안마의자...,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/48986/127085/d0242ed4b05f82f3ccac03ab2c618389.jpg,60000,289,1
 80000,프로게이머 커플PC(I511400/RTX3060/16GB메...,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/48986/434802/16d222354558aa050d901907cbcf6d03.jpg,80000,289,4
 90000,올빼미 특가EVENT룸,2,5, //image.goodchoice.kr/resize_370x220/adimg_new/48986/290614/7c7ab9577a663badc2597ebab5e1260d.jpg,90000,289,1
 50000,프로게이머 3PC(I511400/RTX3060/16GB메모리...,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/48986/434805/b5cb6b6126a55ff13f872743c090fc9b.jpg,50000,289,1
 80000,스탠다드 무한대실현장은 08시부터(1PC/I58...,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/48986/222435/42a4d5591c81a5abaecd7d70dcd699c6.jpg,80000,289,4
 80000,커플PC 무한대실현장은 08시부터(i58500/16...,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/48986/351722/383781095c4c5a41e0452e147834feb2.jpg,80000,289,4
 70000,스탠다드롱타임(1PC/I58500/16GB메모리/디...,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/48986/278613/d1fdfadb8ce32b6fbd76035c2826ab82.jpg,70000,289,3
 50000,커플PC롱타임(I58500/16GB메모리/144HZ모니...,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/48986/278615/7e631d0c09b88a4ebc9916698d37aa17.jpg,50000,289,3
 60000,랜덤객실 04년생(공짜라면 이벤트),2,8, //image.goodchoice.kr/resize_370x220/adimg_new/48986/294012/d6eb29a5198ba8e3931c33c771890b0c.jpg,60000,289,3
 50000,주말 무한대실현장은 08시부터,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/48986/321007/2c6902d87914d473ed14f92a3ed46eb1.jpg,50000,289,1
 100000,스탠다드얼리체크인(1PC/I58500/16GB메모리...,2,5, //image.goodchoice.kr/resize_370x220/adimg_new/48986/350747/86d5844ac320a8cfeeb5eebd67f04713.jpg,100000,289,2
 50000,커플PC얼리체크인(I58500/16GB메모리/144HZ...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/48986/350761/b092459a528ed1e0ee1d7f255b3d7154.jpg,50000,289,2
 50000,디즈니플러스  넷플릭스 전 객실 무료시청,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/48986/347425/bbff1d386b1d23dece30f14b96a0414e.png,50000,289,2
 70000,노래방 블루투스 마이크 대여,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/48986/347426/34a2965626da5c35b242be68e023b761.png,70000,289,2
 80000,커플PC 레이트(I58500 / 16GB메모리 / 기계...,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/48986/413122/a51f992bc88d25db7f585af4c487f8b3.jpg,80000,289,4
 60000,스탠다드(75인치 4k UHD TV  배그PC  넷플릭...,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/73041/520072/dac429568e4bae4ca79381eece087136.jpg,60000,290,3
 100000,디럭스 프리미엄(75인치 4k UHD TV  배그PC  ...,2,6, //image.goodchoice.kr/resize_370x220/adimg_new/73041/520075/e9fe2498c79fb99546f034d5a3511353.jpg,100000,290,3
 70000,디럭스 공원뷰(75인치 4k UHD TV  배그PC  스...,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/73041/520076/4689c58f3f63838d5727d83e0370cb25.jpg,70000,290,3
 70000,VIP 프리미엄(85인치 4k UHD TV  배그PC  스...,2,7, //image.goodchoice.kr/resize_370x220/adimg_new/73041/520083/9202e2caa47171a8142becaf53fed4bf.jpg,70000,290,3
 80000,VIP 릴렉스(85인치 4k UHD TV  배그PC  스타...,2,5, //image.goodchoice.kr/resize_370x220/adimg_new/73041/520078/3acd06f8bcf6ab91dd736bad8b8c8ef5.jpg,80000,290,4
 50000,VIP 공원뷰 (85인치 4k UHD TV  배그PC  넷플...,2,8, //image.goodchoice.kr/resize_370x220/adimg_new/73041/520077/af4a38ad55e22ecdc5cb59f943eab3d0.jpg,50000,290,3
 90000,VIP 커플PC(85인치 4k UHD TV  배그 2PC 스타...,2,4, //image.goodchoice.kr/resize_370x220/adimg_new/73041/520079/77ed31452b223feb115d8f498b04bd5f.jpg,90000,290,3
 100000,스위트 투베드4PC공원뷰(업체 문의)(98인치...,2,5, //image.goodchoice.kr/resize_370x220/adimg_new/73041/520084/65c0b6b7784bc537016839acc7938e46.jpg,100000,290,4
 80000,패밀리 스위트 B1(리버뷰),2,8, //image.goodchoice.kr/resize_370x220/affiliate/2023/01/11/63be6f1819273.jpg,80000,291,1
 80000,커플 스탠다드3,2,6, //image.goodchoice.kr/resize_370x220/affiliate/2023/01/11/63be6830dfa3b.jpg,80000,291,3
 80000,커플 스탠다드2,2,6, //image.goodchoice.kr/resize_370x220/affiliate/2023/01/11/63be680e547cd.jpg,80000,291,1
 90000,커플 디럭스3(리버뷰),2,7, //image.goodchoice.kr/resize_370x220/affiliate/2023/01/11/63be6bbcbfab7.jpg,90000,291,4
 100000,커플 디럭스1(리버뷰),2,5, //image.goodchoice.kr/resize_370x220/affiliate/2023/01/11/63be68798c034.jpg,100000,291,4
 70000,커플 디럭스8(리버뷰),2,8, //image.goodchoice.kr/resize_370x220/affiliate/2023/01/11/63be6c23146e4.jpg,70000,291,4
